title,umap_x,umap_y,sentiment_score,media_name
Biden Orders Sanctions on 4 Israelis Over West Bank Violence,7.7018476,11.60836,3.0,nytimes.com
"A new cease-fire proposal circulates at the U.N., driven by outrage over Israel’s strike on a tent camp.",8.880928,4.863833,3.0,nytimes.com
Hunter College Pulls Screening of Film Critical of Israel,12.102824,6.1187134,3.0,nytimes.com
Israel-Hamas War: Blinken Visits the Israeli-Occupied West Bank,5.0971804,11.699227,5.0,nytimes.com
Monday Briefing: A Deadly Strike on the Israel-Lebanon Border,4.4492664,8.106108,7.0,nytimes.com
"Islamic Jihad, the group Israel blamed for the hospital blast, is an armed group often aligned with Hamas.",9.860449,9.880448,5.0,nytimes.com
"As Fighting Intensifies in Southern Gaza, Palestinians Flee Hospital Refuge",8.572648,9.136886,5.0,nytimes.com
Israel shows videos of a Gaza hospital basement it says was used by Hamas.,10.202383,10.031047,7.0,nytimes.com
Some Hostages’ Families Say Israel Should Keep Fighting Hamas,12.147052,9.10485,7.0,nytimes.com
The Wars in Ukraine and Gaza Have Changed. America’s Policy Hasn’t,7.913765,6.5372453,5.0,nytimes.com
Netanyahu suspends a minister who said that dropping a nuclear bomb on Gaza was an option.,5.925749,10.152884,8.0,nytimes.com
"Who is Rachel Edri? To many Israelis, a folk hero borne out of the Hamas attacks.",10.286612,7.48215,7.0,nytimes.com
"Eden Yerushalmi, a Slain Israeli Hostage, Is Seen in Hamas Video",11.549044,9.409516,8.0,nytimes.com
A clash at the border between Israel and Lebanon adds to fears of a multi-front battle.,4.156208,7.6634264,5.0,nytimes.com
Breach Grows Between Biden and Israel’s Leaders Over Rafah Invasion,6.2363057,7.8282475,5.0,nytimes.com
Israel’s government formally rejects the unilateral recognition of a Palestinian state.,8.880794,6.1585956,5.0,nytimes.com
A comparison with past years shows the scale of Israel’s operation in Gaza.,7.7881093,7.1607943,5.0,nytimes.com
Rescuers struggle as Israel’s bombardment buries Gazans in their homes.,8.481729,8.055888,0.0,nytimes.com
"With aid still blocked from entering Gaza, hospitals are ‘on the brink of collapse,’ the U.N. says.",9.750595,10.337758,0.0,nytimes.com
Middle East Crisis: Netanyahu Pushes for Indefinite Military Control Over Gaza,6.0551057,10.076428,8.0,nytimes.com
"Iran Accuses Israel of Killing Sayyed Mousavi, a Military Official",5.139656,6.3676515,8.0,nytimes.com
Israel says soldiers recovered the body of a hostage near Al-Shifa Hospital.,12.302325,10.033519,5.0,nytimes.com
Israel and Hamas’s Fragile Cease-Fire,9.362742,6.379178,5.0,nytimes.com
Wednesday Briefing: Israel Plans a Long-Term Role in Gaza,7.9770746,7.3641663,5.0,nytimes.com
"Israel returns the bodies of 80 Palestinians to Gaza, officials say.",12.20434,10.011494,3.0,nytimes.com
Democratic Aides in Congress Break With Their Bosses on Israel-Hamas War,9.19403,6.3077054,5.0,nytimes.com
Blinken says he still hopes for a deal despite ‘nonstarters’ in Hamas’s response.,5.1313086,11.691678,5.0,nytimes.com
"For Palestinians, the Future Is Being Bulldozed",9.722746,7.0363884,0.0,nytimes.com
Egypt Warily Eyes Gaza as War Builds Pressure on Its Border,7.90728,7.0212655,5.0,nytimes.com
Pro-Palestinian Protesters Targeting Wall St. Denounce U.S. Veto of U.N. Cease-Fire Resolution,9.086741,4.703102,5.0,nytimes.com
"The daily death toll in Gaza is higher than in other recent conflicts, Oxfam says.",8.856017,8.944079,0.0,nytimes.com
Southern Gaza girds for the war’s next phase.,7.82776,7.010776,10.0,nytimes.com
Killing of Israeli hostages by Israel’s military alarms families of the abducted.,12.384065,9.535393,3.0,nytimes.com
The Pentagon chief says U.S. security assistance is ‘rapidly flowing’ to Israel.,6.4066596,6.4323173,8.0,nytimes.com
"American Commandos Are in Israel Helping to Locate Hostages, Pentagon Says",12.574955,9.6808605,5.0,nytimes.com
Israel-Hamas War: U.S. Vetoes Security Council Resolution Demanding Cease-Fire in Gaza,9.041837,4.6805563,5.0,nytimes.com
"More aid flows into Gaza during cease-fire, but still falls far short of needs.",8.273318,7.4597316,2.0,nytimes.com
The audacious operation did little to resolve the many challenges facing Israel’s government.,6.763485,6.151112,5.0,nytimes.com
Israel-Hamas War: Panic Grips Gaza as Israel Calls for 1.1 Million People to Evacuate,7.7537293,8.567802,8.0,nytimes.com
Israeli Officials Weigh Sharing Power With Arab States in Postwar Gaza,7.9268765,6.500939,5.0,nytimes.com
"So Many Child Deaths in Gaza, and for What",9.750092,9.318964,0.0,nytimes.com
First Supplies Enter Gaza Through Pier Built by U.S. Military,7.713366,7.371484,5.0,nytimes.com
Israel Steps Up Attacks in Gaza Amid Cease-Fire Talks,7.6510067,7.498661,5.0,nytimes.com
Gaza’s health ministry says that Israel is striking medical facilities.,9.89115,10.324818,5.0,nytimes.com
Israel’s army says it conducted another raid into the Gaza Strip.,7.6781645,8.243508,8.0,nytimes.com
Israel-Hamas War: Israel Says It Has Isolated Gaza City After ‘Large’ Attack,8.326592,7.8776984,8.0,nytimes.com
A Looming Invasion in Gaza,7.621695,7.5014505,8.0,nytimes.com
Biden Caught in a Political Bind Over Israel Policy,6.57264,4.908082,5.0,nytimes.com
Biden Cautions Netanyahu on Ground Offensive in Southern Gaza,5.5415263,10.302498,5.0,nytimes.com
Israel says the Hamas fighters left in northern Gaza are less organized.,8.85593,7.999514,7.0,nytimes.com
Violence between Palestinians and Israelis has been seething for months.,8.30562,6.777156,5.0,nytimes.com
Peace Activist Thought to Be a Hostage in Gaza Is Confirmed Dead,12.1922245,9.608196,0.0,nytimes.com
Gaza City Neighborhood Left in Ruins After Israeli Withdrawal,8.034689,8.024677,5.0,nytimes.com
"Under Scrutiny Over Gaza, Israel Points to Civilian Toll of U.S. Wars",7.9845266,7.008287,5.0,nytimes.com
Israel Says Its Military Is Starting to Shift to a More Targeted Gaza Campaign,7.558302,7.608251,7.0,nytimes.com
South Africa Calls Israeli Policies Toward Palestinians ‘Apartheid’,10.136662,5.17825,5.0,nytimes.com
South Africa lays out a case that Israel is committing genocide in Gaza.,10.142324,5.177116,5.0,nytimes.com
Turkey recalls its Israel ambassador over the war.,9.684119,6.0555115,5.0,nytimes.com
Israeli Forces Retrieve Bodies of 5 Hostages From Gaza,12.267804,10.039926,7.0,nytimes.com
Crowded Gazan City Bombed as Negotiators Try to Revive Cease-Fire Talks,8.642191,5.3505974,5.0,nytimes.com
Middle East Crisis: U.S. Vetoes U.N. Resolution Calling for a Cease-Fire in Gaza,9.067862,4.760375,5.0,nytimes.com
Journalists get a glimpse inside Israel’s invasion of Gaza.,7.928474,7.4525747,7.0,nytimes.com
Israel-Hamas War: Israel Pummels Areas to Which Gazans Have Fled,8.465863,7.9142556,8.0,nytimes.com
Negotiators Meet to Revive Push for Hostage Release and Cease-Fire in Gaza,8.712828,5.276081,5.0,nytimes.com
‘A Horror Film’: Mothers in Gaza on Giving Birth in a War Zone,10.439714,9.38749,0.0,nytimes.com
"With Hezbollah-Israel Conflict Contained, Iran’s Next Move May Be Modest",3.819264,7.81286,7.0,nytimes.com
"After a U.N. official says there is famine in northern Gaza, Israel pushes back.",8.560651,7.738606,2.0,nytimes.com
New Gaza Cease-Fire Proposal Puts Spotlight on Hamas Leader Yahya Sinwar,9.179992,5.9058585,5.0,nytimes.com
"France Imposes Sanctions on West Bank Settlers, Joining the U.S. and Britain.",7.6826706,11.627079,5.0,nytimes.com
Palestinian Bid to Ban Israel From Soccer Is Put Off,8.494982,5.7238255,5.0,nytimes.com
The chief of the U.N. aid agency for Palestinians issues a dire warning.,8.452549,7.4026675,0.0,nytimes.com
"Netanyahu Clashes With Defense Minister on Gaza, Exposing Schisms",5.9490333,10.1234865,5.0,nytimes.com
The Particular Anguish of Being Palestinian in Israel,8.946271,6.9046392,0.0,nytimes.com
"A family fled war in Sudan, only to end up in another in Gaza.",8.580297,8.3802395,0.0,nytimes.com
Israel’s Strikes on Gaza Are Some of the Most Intense This Century. Why?,8.098605,7.8978343,7.0,nytimes.com
Understanding the True Nature of the Hamas-Israel War,9.527395,7.1286187,5.0,nytimes.com
"2 Israeli Hostages’ Bodies Were Recovered Near Al-Shifa Hospital, Army Says",12.272639,10.033613,7.0,nytimes.com
More Pro-Palestinian Protesters Arrested at U.C.L.A.,11.752591,5.805223,5.0,nytimes.com
Israel-Hamas War: Israel Orders More Evacuations Amid Fears of Conflict Widening,7.662702,8.729319,5.0,nytimes.com
Israel’s defense minister says war against Hamas ‘will last more than several months.’,10.250717,3.2060869,8.0,nytimes.com
Harris Says U.S. Strongly Opposes ‘Forced Relocation of Palestinians From Gaza’,8.051874,6.501,5.0,nytimes.com
Hamas and Islamic Jihad Claim Responsibility for Tel Aviv Bombing,10.149163,8.019153,10.0,nytimes.com
Middle East Crisis: Gaza Cease-Fire Negotiators Are Set to Meet Amid Threat of Wider Conflict,8.647857,5.35193,5.0,nytimes.com
Thursday Briefing: Israel Launches Major West Bank Raids,8.009092,11.289037,8.0,nytimes.com
"To Stop War in Lebanon, the U.S. Must Tell Israel ‘No’",4.080168,7.4867783,5.0,nytimes.com
Israel-Gaza War: Israel Orders ‘Siege’ of Gaza; Hamas Threatens to Kill Hostages,12.242591,9.072486,8.0,nytimes.com
Israel Expands Its Operations in Gaza,7.4579396,7.741005,8.0,nytimes.com
Hamas’s announcement adds to the uncertainty of the cease-fire talks,9.083553,5.783163,5.0,nytimes.com
A Family Flees and a Mother Mourns After Israeli Settlers Attack a Palestinian Village,8.680869,8.389145,0.0,nytimes.com
"On the Front Lines, an Israeli University Grieves and Readies for War",12.311233,6.160623,8.0,nytimes.com
"As Gaza War Enters New Phase, Israel Faces Pressure Over Civilian Deaths",7.829843,7.0829906,5.0,nytimes.com
Israeli Officials Believe I.C.C. Is Preparing Arrest Warrants Over War,11.347724,4.099615,5.0,nytimes.com
"Gaza Braces for First Ground Invasion in Years, and More",7.4666915,7.3922143,8.0,nytimes.com
The U.S. Wants Israel to Scale Back the Gaza War. What Leverage Does It Have?,7.833551,6.858924,5.0,nytimes.com
The Stark Reality of Israel’s Fight in Gaza,8.001908,7.0164523,5.0,nytimes.com
Diplomats Head to Saudi Arabia for New Talks About War in Gaza,8.888984,5.4719057,5.0,nytimes.com
Israel says it will continue to search for Hamas’s leader.,9.731425,7.331938,8.0,nytimes.com
"Israeli troops wait in fields near Gaza, signaling an imminent invasion.",7.035536,7.338164,8.0,nytimes.com
"Israel and Hamas Agreed to Extend Their Truce, Qatar Says",8.2859745,4.361397,5.0,nytimes.com
Israel Relies on Combat Dogs in Gaza Strip,7.865346,7.95399,7.0,nytimes.com
People leaving Rafah describe yet another fearful flight from Israeli assaults.,6.619213,8.185675,0.0,nytimes.com
Israeli forces carry out raids and airstrikes in the West Bank. Here are the latest developments.,8.020248,11.26168,8.0,nytimes.com
Israeli authorities show more evidence of Hamas atrocities.,10.679975,8.33449,8.0,nytimes.com
Experts say it’s unclear whether Israeli strikes or cutoff led to Gaza blackout.,8.106714,7.8155913,5.0,nytimes.com
Towns Near Israel-Lebanon Border Damaged by Strikes,4.4261045,8.011439,5.0,nytimes.com
"With 102 Workers Killed, U.N. Agency in Gaza Struggles to Provide Aid",8.338621,9.119223,0.0,nytimes.com
The U.S. Asked Israel to Scale Down Its War Effort,6.7828193,6.374426,5.0,nytimes.com
Gantz Quits Israel Government in Dispute With Netanyahu Over Gaza,6.0560756,10.171668,5.0,nytimes.com
Israeli Military Says Troops Tied a Wounded Palestinian to a Vehicle,8.81954,10.080394,8.0,nytimes.com
Gazans Flee Jabaliya as Israel’s Military Launches New Offensive,8.001468,8.222669,8.0,nytimes.com
Israeli Military Releases New Details on Killing of 3 Hostages,12.386905,9.697963,8.0,nytimes.com
Israel Orders New Evacuation in Gaza as Aid Workers Say Bombing Kills Dozens,7.666431,8.953592,3.0,nytimes.com
Israeli Airstrikes Kill Iranian General in Syria,4.5292187,7.1155057,8.0,nytimes.com
"Turkey’s Leader, Lashing Out at Israel, Defends Hamas",9.935209,6.49987,5.0,nytimes.com
U.S. Officials Fear American Guns Ordered by Israel Could Fuel West Bank Violence,7.771038,11.553024,3.0,nytimes.com
The ‘Devil’s Playground’ of Urban Combat That Israel Is Preparing to Enter,7.199219,7.3464603,8.0,nytimes.com
Israel-Hamas war leads to the deadliest month for journalists in at least three decades.,9.795145,8.0261755,0.0,nytimes.com
An Unarmed Teen Was Shot During a Cease-Fire. Israel Was Never Held to Account,8.831994,10.771482,3.0,nytimes.com
Israel would retain military control of Gaza under Netanyahu’s postwar plan.,6.1140895,10.179243,8.0,nytimes.com
World Court Orders Israel to Halt Its Military Offensive Into Rafah,6.3560596,8.134629,5.0,nytimes.com
‘Nowhere Is Safe in Gaza’: South Africa Accuses Israel of Genocide,10.063124,5.221738,8.0,nytimes.com
Israel’s military says it’s investigating why it missed the drone that hit Tel Aviv.,5.161976,7.9795,8.0,nytimes.com
Criticism of Israel at Berlin Film Festival Stirs Antisemitism Debate,10.973309,6.0730824,5.0,nytimes.com
E.U. Official Cites Big Risk of Terror Attacks in Europe Because of Gaza War,8.55574,7.20532,5.0,nytimes.com
The Pentagon chief says U.S. security assistance is ‘rapidly flowing’ to Israel.,6.3669662,6.436281,8.0,nytimes.com
"Israeli police detained five Arab Israeli politicians who planned a vigil against Gaza strikes, civic groups say.",11.753378,7.7108307,5.0,nytimes.com
Israel Says It Will Pull Several Brigades From Gaza Strip,7.5366864,7.792483,5.0,nytimes.com
U.S. and Israel Focus on Hezbollah’s Next Move After Hamas Attack,3.9295113,8.006972,8.0,nytimes.com
"Called to Serve, Israeli Reservists Wait to Deploy",6.888909,7.170724,5.0,nytimes.com
Israel’s military outlines gains in northern Gaza and new campaigns in the south and center.,7.7144,7.3992367,10.0,nytimes.com
"Defying U.S. Pressure, Israel Deepens Gaza Assault",7.830655,7.1791973,8.0,nytimes.com
Israel says it destroyed a hide-out used by Hamas’s leader in Gaza.,9.472555,8.596416,8.0,nytimes.com
"Five Israeli soldiers killed, army says.",8.071769,10.237949,5.0,nytimes.com
Gaza War Puts New Pressures on U.S. Arms Transfer Policies,7.8581142,6.4871106,5.0,nytimes.com
Biden Presses Netanyahu on Working Toward a Palestinian State,5.532429,10.296089,5.0,nytimes.com
Hamas’s Cease-Fire Proposal Includes a Familiar Sticking Point,9.224125,5.900251,5.0,nytimes.com
Biden condemns the attack on Israel and warns Iran not to ‘seek advantage.’,6.3127313,4.955346,5.0,nytimes.com
The Israeli military’s top lawyer reports some troop conduct that crosses ‘the criminal threshold.’,10.167247,5.848121,5.0,nytimes.com
Middle East Crisis: Israeli War Cabinet Member’s Threatened Resignation Highlights Fraying Unity,6.5310583,6.6213927,5.0,nytimes.com
"Reoccupying Gaza ‘Not the Right Thing to Do,’ White House Tells Israel",8.473258,6.7611227,5.0,nytimes.com
Israeli and Palestinian Activists Ask Americans to Take Side of Peace,8.428606,5.686988,5.0,nytimes.com
A U.N. official and a U.S. doctor describe extreme suffering among wounded children in Gaza.,9.643305,9.406454,0.0,nytimes.com
South Africa said Israel’s advance would bring ‘further large-scale killing’ and destruction.,7.0207705,6.9570985,5.0,nytimes.com
"Airstrike in Lebanon Kills Hezbollah Commander, Israel Says",4.3234067,8.917446,8.0,nytimes.com
Biden Says a ‘Real’ Palestinian State Must Come After War,7.098695,4.8964634,5.0,nytimes.com
"Hamas has released another group of 12 hostages, Israel says.",12.667959,8.953722,5.0,nytimes.com
Israel’s Military Campaign Has Left Gaza’s Medical System Near Collapse,9.834099,10.219763,0.0,nytimes.com
U.N. Chief Asks Security Council to Declare Cease-Fire in Gaza Under Rarely Invoked Rule,8.927604,4.608169,0.0,nytimes.com
Biden Is Not the First U.S. President to Cut Off Weapons to Israel,6.2634044,5.06217,5.0,nytimes.com
Babies are among the thousands sheltering at Al-Shifa as Israeli troops close in.,10.401081,10.285587,0.0,nytimes.com
Thursday Briefing: U.S. Assesses Israel’s War in Gaza,8.0347185,6.9118295,5.0,nytimes.com
Israel-Hamas War: Tensions Escalate on Israel-Lebanon Border as Gaza Reels From Deadly Strikes,4.5163245,7.941028,5.0,nytimes.com
Blinken will visit Israel in early January for talks on the war in Gaza.,5.0452833,11.7636595,5.0,nytimes.com
"Hamas has released two American-Israeli hostages, a mother and daughter.",12.243473,8.968738,5.0,nytimes.com
Quotation of the Day: War Erases Full Branches of Gazan Family Trees,8.051914,6.9561787,0.0,nytimes.com
"War Brings Tensions, and Assault Rifles, Into an Israeli College",12.249785,6.1825905,7.0,nytimes.com
Will Hamas Say No?,9.770361,7.2476673,5.0,nytimes.com
"Dozens are killed amid bombardment in central Gaza, health officials say.",8.141353,9.848721,5.0,nytimes.com
"Limited Flight From Gaza Strip Begins, as Israelis Close In on Main City",7.637888,7.8919196,8.0,nytimes.com
Israel Presses for Gaza Border Presence as Part of Cease-Fire Deal,8.667914,5.7019053,5.0,nytimes.com
Israel and Hamas confirm a deal to allow medicine to reach hostages.,12.731044,8.742208,5.0,nytimes.com
Israeli Cabinet Votes to Shut Down Al Jazeera’s Operations in the Country,7.630961,10.643157,3.0,nytimes.com
Tuesday Briefing: U.S. Said Israel Agreed to Cease-Fire Proposal,8.827081,4.940735,5.0,nytimes.com
Hamas Took Scores of Hostages From Israel. Here’s What We Know About Them.,11.973108,8.86118,10.0,nytimes.com
"Arab countries won’t send postwar peacekeeping troops to Gaza, a Jordanian official says.",8.181325,5.88408,5.0,nytimes.com
Relatives describe the trauma of child hostages freed by Hamas.,11.864708,8.865271,0.0,nytimes.com
Gov. Hochul Makes Wartime Visit to Israel to Show New York’s Support,9.105575,7.3573213,7.0,nytimes.com
"As Congress Weighs Aid to Israel, Some Democrats Want Strings Attached",6.408802,5.139782,5.0,nytimes.com
Israel Sending More Troops to Rafah Amid Warnings of Famine in Gaza,6.7978544,8.342411,3.0,nytimes.com
Hamas Posts Hostage Video of Woman Abducted From Israeli Music Festival,11.404856,9.325097,8.0,nytimes.com
"Israel’s military is making Gaza invasion plans, while waiting for orders.",7.025879,7.3478885,8.0,nytimes.com
Israel’s defense minister outlines a shift in fighting and urges discussions of what comes after the war.,6.804015,6.7879033,5.0,nytimes.com
Israel-Hamas War: Arab Nations Condemn U.S. for Vetoing Cease-Fire Resolution,9.11382,4.788874,5.0,nytimes.com
Israeli Strike Targeting Hamas Commander Kills Dozens in Gaza,7.885371,9.875393,8.0,nytimes.com
"Houthis Launch Deadly Drone Strike on Tel Aviv, Evading Israel’s Defenses",5.1538925,7.596907,10.0,nytimes.com
Settler Violence Against Palestinians in the West Bank Is Rising,7.832819,11.506912,0.0,nytimes.com
International Court of Justice Orders Israel to Stop Its Assault on Rafah,6.3815074,8.145757,5.0,nytimes.com
Pro-Palestinian Encampments Surface at Campuses Nationwide,12.053405,6.3634405,5.0,nytimes.com
92NY Pulls Event With Acclaimed Writer Who Criticized Israel,10.864126,5.993147,5.0,nytimes.com
Austin Presses Israel to Protect Civilians in Gaza,7.9650493,7.8646445,0.0,nytimes.com
Netanyahu Apologizes After Blaming Security Chiefs for Failure in Hamas Attack,5.865279,10.136344,5.0,nytimes.com
"Pro-Palestinian Group Is Relentless in Its Criticism of Israel, and It Isn’t Backing Down",10.009972,6.8037925,5.0,nytimes.com
U.S. Cities Bolster Security After Hamas Calls for Day of Protest,10.873632,6.870527,7.0,nytimes.com
"Hamas is discussing the possible release of a group of hostages in exchange for a brief pause in fighting, officials say.",12.690807,8.815462,5.0,nytimes.com
Israelis Gird for a Deeper War Amid a Crisis of Trust in the Government,7.198164,6.5231657,5.0,nytimes.com
Palestinians and the U.N. report intense strikes in Gaza’s south.,7.8437886,8.852383,5.0,nytimes.com
New Israeli Evacuation Order in Gaza Displaces Palestinians Again,7.6195197,8.780613,3.0,nytimes.com
"Hamas Releases More Hostages, and More",12.343355,8.820129,10.0,nytimes.com
Thursday Briefing: Biden Backs Israel on the Hospital Blast,6.8538303,4.5424356,5.0,nytimes.com
Israel Struck Beirut as ‘Axis of Resistance’ Leaders Attended Iran Inauguration,4.392915,7.8617234,8.0,nytimes.com
Israel Resumes Offensive in Gaza Strip After Truce With Hamas Ends,8.278298,4.5306573,8.0,nytimes.com
Israel’s Hostage Rescue Highlights Challenge of Hamas Tunnels in Gaza,11.978686,9.313035,5.0,nytimes.com
"Israeli campaign to kill Hamas leaders likely to backfire, say earlier assassination targets",10.278801,7.7220936,5.0,theguardian.com
Prospect of Israeli hostage deal recedes as far-right minister signals opposition,13.005177,9.6372385,5.0,theguardian.com
Israelis protest to demand a ceasefire after six more hostages found dead in Gaza – video,12.424333,9.744689,5.0,theguardian.com
"Nikki Haley says TikTok makes people ‘17% more antisemitic, more pro-Hamas’",10.473353,6.808681,5.0,theguardian.com
Joe Biden to meet national security team as fears grow of retaliatory Iranian attack on Israel,6.337923,4.9263177,5.0,theguardian.com
‘We are showing the world what people do’: grim relics of Hamas attack go on display in New York,10.8659315,7.4506297,8.0,theguardian.com
"Israel risking serious escalation by killing Hezbollah leaders, say diplomats",3.6015162,8.107866,5.0,theguardian.com
Israel accused of targeting aid convoy ‘car by car’ as pressure grows over Gaza tactics,8.052827,7.694831,3.0,theguardian.com
Dozens killed as Israeli airstrikes hit Gaza refugee camp – video report,8.196779,9.70676,5.0,theguardian.com
Iranian strikes on Israel: what happened and why did Iran attack?,4.904228,6.520431,5.0,theguardian.com
Lebanese man under US sanctions for allegedly funding Hamas found dead,7.2827697,9.857308,5.0,theguardian.com
Israel and Hezbollah edge closer to war as drone hits key Israeli command base,4.554084,8.041603,8.0,theguardian.com
IDF charges reservist with aggravated abuse of Palestinian prisoners,11.555756,7.054232,3.0,theguardian.com
Sunak promises Israel ‘unqualified support in face of evil’ – but makes no mention of Gaza’s plight,7.9679327,6.08401,3.0,theguardian.com
"‘We cannot operate, we have no drugs’: Gaza’s indirect casualties mount as health service decimated",9.673061,9.821281,0.0,theguardian.com
Egypt moves troops to Gaza border amid fears of expulsion of Palestinians,7.6405888,8.103991,5.0,theguardian.com
ICJ to give interim ruling in Gaza genocide case against Israel,10.0107975,4.996259,5.0,theguardian.com
Hamas and Israel at war: what we know on day 15,9.586506,7.5331454,8.0,theguardian.com
Australia and EU in talks about ‘the day after’ war in Gaza and unite on two-state solution,8.186562,6.6520576,5.0,theguardian.com
Keir Starmer: Israel-Hamas ceasefire may risk further violence,8.115406,5.25955,5.0,theguardian.com
Rumoured split in Hamas leadership as hope grows for ceasefire deal,8.256081,5.434295,5.0,theguardian.com
The Guardian view on Israel and Hezbollah: the gathering storm endangers the region,3.7119672,8.158231,5.0,theguardian.com
What are Israel’s aims in launching Gaza ground invasion?,7.3003583,7.5317435,5.0,theguardian.com
UN chief: refusal to accept two-state solution for Israelis and Palestinians 'unacceptable' – video,8.661958,6.17255,5.0,theguardian.com
Biden joins international calls for Israel to halt planned Rafah offensive,6.2124104,7.916637,5.0,theguardian.com
"Israel has approved ‘largest West Bank land grab in 30 years’, watchdog says",7.8498144,11.479332,5.0,theguardian.com
Hundreds protest in Tel Aviv after Israel kills three hostages by mistake – video,12.333817,9.7728,2.0,theguardian.com
Israel-Hamas war: Israel launches strikes on Hezbollah-linked sites in Lebanon – as it happened,4.26406,8.104322,8.0,theguardian.com
"'A time for war’: Israel will not agree to ceasefire with Hamas, says Netanyahu – video",6.220048,10.3367,10.0,theguardian.com
"Missing 16-year-old British girl was killed in Hamas attack, family says",11.201787,8.946203,10.0,theguardian.com
‘Together we will win’: Israelis fearful but defiant in face of uncertainty,7.347558,6.3850875,7.0,theguardian.com
Hundreds of Palestine supporters protest Israeli real estate event at New Jersey synagogue,11.556065,5.702096,5.0,theguardian.com
Wembley silence for Israel and Palestine well observed despite protest fears,11.20095,5.7992864,5.0,theguardian.com
Blinken attempts to press Hamas and Israel to sign off on ceasefire resolution,5.1915755,11.671934,5.0,theguardian.com
Nine arrested over pro-Palestinian banner in London,11.772727,5.744181,5.0,theguardian.com
"Texas woman allegedly tried to drown Palestinian-American girl, aged 3",8.909198,10.946784,0.0,theguardian.com
‘Why can’t I get them out?’: Palestinian Americans who fled Gaza devastated over leaving family behind,8.695892,8.273024,0.0,theguardian.com
Nikki Haley writes ‘finish them’ on IDF artillery shells during Israel visit,8.968209,8.468982,8.0,theguardian.com
First Thing: Israel says its ground forces are operating across ‘all of Gaza’,7.505157,7.6763678,10.0,theguardian.com
"Walkouts, rallies, clashes: Israel-Gaza ‘war of words’ roils Columbia University",11.512435,6.131055,5.0,theguardian.com
Shamikh’s father is dead and his mother is trapped alone in Gaza. He says Dutton’s words come at ‘the worst moment of my life’,10.867997,9.16018,0.0,theguardian.com
The Guardian view on Gaza’s casualties: mounting calls for a ceasefire must be heeded,8.238633,5.530242,0.0,theguardian.com
Suella Braverman calls for ‘further action’ against pro-Palestine marches,11.12397,5.7979193,8.0,theguardian.com
Netanyahu cancels war cabinet meeting due to discuss plans for Gaza after war – as it happened,5.8486853,10.1680565,5.0,theguardian.com
'This happens in wartime': Netanyahu responds to Israeli strike killing aid workers in Gaza – video,6.327677,9.726932,5.0,theguardian.com
Press freedom groups urge Biden to hold Israel accountable for killings of journalists,10.043925,5.8854074,0.0,theguardian.com
Hamas attack on Israel might be setback for Palestinian cause in US just as progress was in view,9.678761,6.7707806,5.0,theguardian.com
Middle East crisis: US and Israel in talks to revive Washington trip to discuss Rafah – as it happened,6.4036217,8.10507,5.0,theguardian.com
Israel says it killed Hezbollah leader in airstrike as cross-border attacks continue – video,4.1594305,8.81098,8.0,theguardian.com
We are about to witness in Gaza the most intense famine since the second world war,8.576074,7.740871,0.0,theguardian.com
"Israel has ‘legitimate problem’ with Hezbollah on border, says Blinken",3.6465907,8.146297,5.0,theguardian.com
"Palestinians ‘beaten and sexually assaulted’ at Israeli detention centres, UN report claims",11.491277,6.9931493,0.0,theguardian.com
Blair government accused IDF of acting like Russian army in West Bank,8.530655,10.774108,5.0,theguardian.com
‘It was sheer agony’: Israeli families of Hamas attack victims rally Australian support,10.888146,8.351212,7.0,theguardian.com
‘Famine is setting in’: UN court orders Israel to unblock Gaza food aid,8.515755,7.587393,2.0,theguardian.com
Israel’s isolation grows over war in Gaza and rise in settler violence,8.318505,7.294477,5.0,theguardian.com
‘Palestinians are taking the stand’: can legal challenges to Israel’s war in Gaza stop the continuing onslaught?,8.338021,6.6817307,5.0,theguardian.com
Australia urges Israel and Iran to avoid ‘spiral of violence’; Dfat issues Middle East travel advice – as it happened,6.159274,6.4064994,5.0,theguardian.com
Labor MP urges crackdown on Australians funding illegal Israeli settlements in West Bank,7.7363133,11.580432,5.0,theguardian.com
Hundreds arrested as US Jews protest against Israel’s Gaza assault,11.684228,5.860449,5.0,theguardian.com
Palestinian minister accuses Israel of ‘colonialism and apartheid’ at ICJ,10.04531,5.0630994,5.0,theguardian.com
UN employee shot dead by Israeli sniper in occupied West Bank,8.714446,11.226593,0.0,theguardian.com
Al-Ahli Arab hospital: Piecing together what happened as Israel insists militant rocket to blame,9.978448,10.151985,5.0,theguardian.com
Palestinian factions including Hamas agree to form future unity government,9.69815,6.867684,5.0,theguardian.com
Kamala Harris says Israel assault on Rafah ‘would be a huge mistake’,6.353891,8.357691,5.0,theguardian.com
UN security council backs resolution on large-scale aid to Gaza but not ceasefire,8.8160305,4.6237636,3.0,theguardian.com
Israel says 30 Palestinians released after 12 hostages returned from Gaza – as it happened,12.462609,9.301679,5.0,theguardian.com
Israeli military continues deadly raid into second day across the West Bank – video report,8.116757,11.186042,8.0,theguardian.com
"Australia must stop giving ‘leeway’ to Israel’s continued assault on Gaza, UN expert says",7.553001,7.3701105,5.0,theguardian.com
Authors withdraw from PEN America festival in protest over Israel-Gaza war,11.065482,5.9638886,5.0,theguardian.com
Israeli airstrikes kill dozens as calls for Gaza ceasefire and hostage talks grow,8.037974,9.779611,5.0,theguardian.com
Netanyahu says Israel must control Philadelphi corridor in Gaza– video,6.2031393,10.096608,8.0,theguardian.com
